word,sentence1,sentence2,same,ambiguity_type,Class,mean_relatedness,string
orange,It was a ripe orange.,It was a bright orange.,False,Polysemy,N,2.5,orange
orange,It was a ripe orange.,It was a reddish orange.,False,Polysemy,N,1.916666667,orange
orange,It was a juicy orange.,It was a ripe orange.,True,Polysemy,N,3.65,orange
orange,It was a bright orange.,It was a reddish orange.,True,Polysemy,N,4.0,orange
page,He saw the young page.,He saw the blank page.,False,Homonymy,N,0.166666667,page
page,He saw the young page.,He saw the ripped page.,False,Homonymy,N,0.333333333,page
page,He saw the loyal page.,He saw the blank page.,False,Homonymy,N,0.388888889,page
page,He saw the loyal page.,He saw the ripped page.,False,Homonymy,N,0.545454545,page
page,He saw the young page.,He saw the loyal page.,True,Homonymy,N,3.071428571,page
page,He saw the blank page.,He saw the ripped page.,True,Homonymy,N,3.384615385,page
palm,It was a calloused palm.,It was a tropical palm.,False,Homonymy,N,0.235294118,palm
palm,It was a calloused palm.,It was a tree palm.,False,Homonymy,N,0.2,palm
palm,It was a wrinkled palm.,It was a tropical palm.,False,Homonymy,N,0.285714286,palm
palm,It was a wrinkled palm.,It was a tree palm.,False,Homonymy,N,0.25,palm
palm,It was a calloused palm.,It was a wrinkled palm.,True,Homonymy,N,3.0,palm
palm,It was a tropical palm.,It was a tree palm.,True,Homonymy,N,3.916666667,palm
panel,It was a control panel.,It was an advisory panel.,False,Polysemy,N,0.8,panel
panel,It was a control panel.,It was a consumer panel.,False,Polysemy,N,1.222222222,panel
panel,It was an instrument panel.,It was an advisory panel.,False,Polysemy,N,1.5,panel
panel,It was an instrument panel.,It was a consumer panel.,False,Polysemy,N,1.076923077,panel
panel,It was a control panel.,It was an instrument panel.,True,Polysemy,N,1.8,panel
panel,It was an advisory panel.,It was a consumer panel.,True,Polysemy,N,3.0,panel
passage,It was a secret passage.,It was a literary passage.,False,Polysemy,N,0.1,passage
passage,It was a secret passage.,It was a biblical passage.,False,Polysemy,N,0.428571429,passage
passage,It was a narrow passage.,It was a literary passage.,False,Polysemy,N,0.888888889,passage
passage,It was a narrow passage.,It was a biblical passage.,False,Polysemy,N,0.230769231,passage
passage,It was a secret passage.,It was a narrow passage.,True,Polysemy,N,3.692307692,passage
passage,It was a literary passage.,It was a biblical passage.,True,Polysemy,N,3.611111111,passage
pen,She penned her animals.,She penned her memoirs.,False,Homonymy,V,0.4,penned
pen,She penned her animals.,She penned her thoughts.,False,Homonymy,V,0.545454545,penned
pen,She penned her livestock.,She penned her memoirs.,False,Homonymy,V,0.647058824,penned
pen,She penned her livestock.,She penned her thoughts.,False,Homonymy,V,0.5,penned
pen,She penned her animals.,She penned her livestock.,True,Homonymy,V,3.529411765,penned
pen,She penned her memoirs.,She penned her thoughts.,True,Homonymy,V,3.3,penned
perch,It was a tasty perch.,It was a lofty perch.,False,Homonymy,N,0.666666667,perch
perch,It was a tasty perch.,It was a secure perch.,False,Homonymy,N,0.6,perch
perch,It was a freshwater perch.,It was a lofty perch.,False,Homonymy,N,1.3125,perch
perch,It was a freshwater perch.,It was a secure perch.,False,Homonymy,N,1.666666667,perch
perch,It was a tasty perch.,It was a freshwater perch.,True,Homonymy,N,2.25,perch
perch,It was a lofty perch.,It was a secure perch.,True,Homonymy,N,2.5,perch
pick,He picked his coffee.,He picked his scab.,False,Polysemy,V,0.733333333,picked
pick,He picked his coffee.,He picked his nose.,False,Polysemy,V,0.538461538,picked
pick,He picked his dinner.,He picked his scab.,False,Polysemy,V,0.894736842,picked
pick,He picked his dinner.,He picked his nose.,False,Polysemy,V,0.583333333,picked
pick,He picked his coffee.,He picked his dinner.,True,Polysemy,V,3.428571429,picked
pick,He picked his scab.,He picked his nose.,True,Polysemy,V,3.636363636,picked
pitcher,He saw the fast pitcher.,He saw the glass pitcher.,False,Homonymy,N,0.071428571,pitcher
pitcher,He saw the fast pitcher.,He saw the plastic pitcher.,False,Homonymy,N,0.307692308,pitcher
pitcher,He saw the right-handed pitcher.,He saw the glass pitcher.,False,Homonymy,N,0.4,pitcher
pitcher,He saw the right-handed pitcher.,He saw the plastic pitcher.,False,Homonymy,N,0.153846154,pitcher
pitcher,He saw the fast pitcher.,He saw the right-handed pitcher.,True,Homonymy,N,3.785714286,pitcher
pitcher,He saw the glass pitcher.,He saw the plastic pitcher.,True,Homonymy,N,3.5,pitcher
poach,She poached the deer.,She poached the eggs.,False,Homonymy,V,0.833333333,poached
poach,She poached the deer.,She poached the vegetables.,False,Homonymy,V,1.363636364,poached
poach,She poached the bear.,She poached the eggs.,False,Homonymy,V,0.571428571,poached
poach,She poached the bear.,She poached the vegetables.,False,Homonymy,V,0.5,poached
poach,She poached the deer.,She poached the bear.,True,Homonymy,V,3.842105263,poached
poach,She poached the eggs.,She poached the vegetables.,True,Homonymy,V,3.142857143,poached
port,It was a windy port.,It was a delicious port.,False,Homonymy,N,0.2,port
port,It was a windy port.,It was a sweet port.,False,Homonymy,N,1.5,port
port,It was a seaside port.,It was a delicious port.,False,Homonymy,N,0.538461538,port
port,It was a seaside port.,It was a sweet port.,False,Homonymy,N,1.4375,port
port,It was a windy port.,It was a seaside port.,True,Homonymy,N,3.416666667,port
port,It was a delicious port.,It was a sweet port.,True,Homonymy,N,3.0,port
position,He was in a distinguished position.,He was in a fetal position.,False,Polysemy,N,1.071428571,position
position,He was in a distinguished position.,He was in a yoga position.,False,Polysemy,N,1.0,position
position,He was in a prominent position.,He was in a fetal position.,False,Polysemy,N,0.888888889,position
position,He was in a prominent position.,He was in a yoga position.,False,Polysemy,N,0.923076923,position
position,He was in a distinguished position.,He was in a prominent position.,True,Polysemy,N,3.666666667,position
position,He was in a fetal position.,He was in a yoga position.,True,Polysemy,N,3.5,position
post,It was a wooden post.,It was a teaching post.,False,Homonymy,N,1.0,post
post,It was a wooden post.,It was a challenging post.,False,Homonymy,N,0.375,post
post,It was a fence post.,It was a teaching post.,False,Homonymy,N,0.583333333,post
post,It was a fence post.,It was a challenging post.,False,Homonymy,N,1.083333333,post
post,It was a wooden post.,It was a fence post.,True,Homonymy,N,3.833333333,post
post,It was a teaching post.,It was a challenging post.,True,Homonymy,N,1.363636364,post
punch,He had the alcoholic punch.,He had the strongest punch.,False,Homonymy,N,0.428571429,punch
punch,He had the alcoholic punch.,He had the quickest punch.,False,Homonymy,N,0.222222222,punch
punch,He had the fruit punch.,He had the strongest punch.,False,Homonymy,N,0.1,punch
punch,He had the fruit punch.,He had the quickest punch.,False,Homonymy,N,0.142857143,punch
punch,He had the alcoholic punch.,He had the fruit punch.,True,Homonymy,N,3.833333333,punch
punch,He had the strongest punch.,He had the quickest punch.,True,Homonymy,N,3.777777778,punch
pupil,She had a brilliant pupil.,She had a dilated pupil.,False,Homonymy,N,0.714285714,pupil
pupil,She had a brilliant pupil.,She had a cloudy pupil.,False,Homonymy,N,0.25,pupil
pupil,She had an interested pupil.,She had a dilated pupil.,False,Homonymy,N,0.071428571,pupil
pupil,She had an interested pupil.,She had a cloudy pupil.,False,Homonymy,N,0.153846154,pupil
pupil,She had a brilliant pupil.,She had an interested pupil.,True,Homonymy,N,3.692307692,pupil
pupil,She had a dilated pupil.,She had a cloudy pupil.,True,Homonymy,N,2.333333333,pupil
push,He pushed the cocaine.,He pushed the bed.,False,Polysemy,V,2.2,pushed
push,He pushed the cocaine.,He pushed the desk.,False,Polysemy,V,1.071428571,pushed
push,He pushed the drugs.,He pushed the bed.,False,Polysemy,V,0.846153846,pushed
push,He pushed the drugs.,He pushed the desk.,False,Polysemy,V,0.842105263,pushed
push,He pushed the cocaine.,He pushed the drugs.,True,Polysemy,V,3.857142857,pushed
push,He pushed the bed.,He pushed the desk.,True,Polysemy,V,4.0,pushed
racket,That was a loud racket.,That was a badminton racket.,False,Homonymy,N,0.125,racket
racket,That was a loud racket.,That was a tennis racket.,False,Homonymy,N,0.176470588,racket
racket,That was an annoying racket.,That was a badminton racket.,False,Homonymy,N,0.166666667,racket
racket,That was an annoying racket.,That was a tennis racket.,False,Homonymy,N,0.0,racket
racket,That was a loud racket.,That was an annoying racket.,True,Homonymy,N,3.384615385,racket
racket,That was a badminton racket.,That was a tennis racket.,True,Homonymy,N,3.666666667,racket
rock,He liked electronic rock.,He liked limestone rock.,False,Homonymy,N,0.666666667,rock
rock,He liked electronic rock.,He liked granite rock.,False,Homonymy,N,0.181818182,rock
rock,He liked alternative rock.,He liked limestone rock.,False,Homonymy,N,0.357142857,rock
rock,He liked alternative rock.,He liked granite rock.,False,Homonymy,N,0.166666667,rock
rock,He liked electronic rock.,He liked alternative rock.,True,Homonymy,N,3.727272727,rock
rock,He liked limestone rock.,He liked granite rock.,True,Homonymy,N,4.0,rock
run,She ran the marathon.,She ran the shop.,False,Polysemy,V,0.583333333,ran
run,She ran the marathon.,She ran the company.,False,Polysemy,V,0.625,ran
run,She ran the race.,She ran the shop.,False,Polysemy,V,0.545454545,ran
run,She ran the race.,She ran the company.,False,Polysemy,V,0.625,ran
run,She ran the marathon.,She ran the race.,True,Polysemy,V,4.0,ran
run,She ran the shop.,She ran the company.,True,Polysemy,V,4.0,ran
sage,He saw the wise sage.,He saw the fragrant sage.,False,Homonymy,N,0.333333333,sage
sage,He saw the wise sage.,He saw the bushy sage.,False,Homonymy,N,0.666666667,sage
sage,He saw the renowned sage.,He saw the fragrant sage.,False,Homonymy,N,0.45,sage
sage,He saw the renowned sage.,He saw the bushy sage.,False,Homonymy,N,0.818181818,sage
sage,He saw the wise sage.,He saw the renowned sage.,True,Homonymy,N,3.230769231,sage
sage,He saw the fragrant sage.,He saw the bushy sage.,True,Homonymy,N,2.5,sage
scale,It was a fish scale.,It was a music scale.,False,Homonymy,N,0.133333333,scale
scale,It was a fish scale.,It was a major scale.,False,Homonymy,N,0.428571429,scale
scale,It was a lizard scale.,It was a music scale.,False,Homonymy,N,0.222222222,scale
scale,It was a lizard scale.,It was a major scale.,False,Homonymy,N,0.307692308,scale
scale,It was a fish scale.,It was a lizard scale.,True,Homonymy,N,3.5,scale
scale,It was a music scale.,It was a major scale.,True,Homonymy,N,2.5,scale
scene,It was a touching scene.,It was a nature scene.,False,Polysemy,N,2.611111111,scene
scene,It was a touching scene.,It was a panoramic scene.,False,Polysemy,N,2.333333333,scene
scene,It was a well-acted scene.,It was a nature scene.,False,Polysemy,N,1.636363636,scene
scene,It was a well-acted scene.,It was a panoramic scene.,False,Polysemy,N,2.090909091,scene
scene,It was a touching scene.,It was a well-acted scene.,True,Polysemy,N,3.857142857,scene
scene,It was a nature scene.,It was a panoramic scene.,True,Polysemy,N,3.714285714,scene
seal,It was a gold seal.,It was a circus seal.,False,Homonymy,N,0.2,seal
seal,It was a gold seal.,It was a trained seal.,False,Homonymy,N,0.7,seal
seal,It was a certified seal.,It was a circus seal.,False,Homonymy,N,0.090909091,seal
seal,It was a certified seal.,It was a trained seal.,False,Homonymy,N,0.8,seal
seal,It was a gold seal.,It was a certified seal.,True,Homonymy,N,3.411764706,seal
seal,It was a circus seal.,It was a trained seal.,True,Homonymy,N,3.625,seal
serve,She served a pie.,She served a summons.,False,Polysemy,V,1.777777778,served
serve,She served a pie.,She served a warrant.,False,Polysemy,V,1.0,served
serve,She served a lasagna.,She served a summons.,False,Polysemy,V,1.4375,served
serve,She served a lasagna.,She served a warrant.,False,Polysemy,V,1.714285714,served
serve,She served a pie.,She served a lasagna.,True,Polysemy,V,4.0,served
serve,She served a summons.,She served a warrant.,True,Polysemy,V,2.928571429,served
sing,The girl sang.,The bird sang.,False,Polysemy,V,3.705882353,sang
sing,The girl sang.,The cricket sang.,False,Polysemy,V,2.916666667,sang
sing,The choir sang.,The bird sang.,False,Polysemy,V,3.444444444,sang
sing,The choir sang.,The cricket sang.,False,Polysemy,V,2.875,sang
sing,The girl sang.,The choir sang.,True,Polysemy,V,4.0,sang
sing,The bird sang.,The cricket sang.,True,Polysemy,V,3.777777778,sang
spill,He spilled the drink.,He spilled the news.,False,Polysemy,V,1.111111111,spilled
spill,He spilled the drink.,He spilled the secret.,False,Polysemy,V,1.631578947,spilled
spill,He spilled the flour.,He spilled the news.,False,Polysemy,V,1.3125,spilled
spill,He spilled the flour.,He spilled the secret.,False,Polysemy,V,1.307692308,spilled
spill,He spilled the drink.,He spilled the flour.,True,Polysemy,V,3.545454545,spilled
spill,He spilled the news.,He spilled the secret.,True,Polysemy,V,3.888888889,spilled
stake,He staked his horse.,He staked his name.,False,Polysemy,V,0.666666667,staked
stake,He staked his horse.,He staked his claim.,False,Polysemy,V,1.357142857,staked
stake,He staked his tent.,He staked his name.,False,Polysemy,V,0.777777778,staked
stake,He staked his tent.,He staked his claim.,False,Polysemy,V,0.733333333,staked
stake,He staked his horse.,He staked his tent.,True,Polysemy,V,2.461538462,staked
stake,He staked his name.,He staked his claim.,True,Polysemy,V,2.181818182,staked
stall,They stalled the truck.,They stalled the horse.,False,Polysemy,V,2.0625,stalled
stall,They stalled the truck.,They stalled the pig.,False,Polysemy,V,0.9,stalled
stall,They stalled the bus.,They stalled the horse.,False,Polysemy,V,1.818181818,stalled
stall,They stalled the bus.,They stalled the pig.,False,Polysemy,V,0.846153846,stalled
stall,They stalled the truck.,They stalled the bus.,True,Polysemy,V,3.2,stalled
stall,They stalled the horse.,They stalled the pig.,True,Polysemy,V,3.176470588,stalled
stay,They stayed wet.,They stayed nearby.,False,Polysemy,V,2.428571429,stayed
stay,They stayed wet.,They stayed overnight.,False,Polysemy,V,2.066666667,stayed
stay,They stayed cold.,They stayed nearby.,False,Polysemy,V,2.923076923,stayed
stay,They stayed cold.,They stayed overnight.,False,Polysemy,V,2.0,stayed
stay,They stayed wet.,They stayed cold.,True,Polysemy,V,3.857142857,stayed
stay,They stayed nearby.,They stayed overnight.,True,Polysemy,V,3.555555556,stayed
tap,He tapped the keg.,He tapped the stick.,False,Homonymy,V,1.25,tapped
tap,He tapped the keg.,He tapped the drums.,False,Homonymy,V,1.3125,tapped
tap,He tapped the beer.,He tapped the stick.,False,Homonymy,V,1.421052632,tapped
tap,He tapped the beer.,He tapped the drums.,False,Homonymy,V,1.714285714,tapped
tap,He tapped the keg.,He tapped the beer.,True,Homonymy,V,2.5,tapped
tap,He tapped the stick.,He tapped the drums.,True,Homonymy,V,3.0,tapped
tape,He used the scotch tape.,He used the interview tape.,False,Polysemy,N,0.4,tape
tape,He used the scotch tape.,He used the video tape.,False,Polysemy,N,1.090909091,tape
tape,He used the double-sided tape.,He used the interview tape.,False,Polysemy,N,0.533333333,tape
tape,He used the double-sided tape.,He used the video tape.,False,Polysemy,N,0.571428571,tape
tape,He used the scotch tape.,He used the double-sided tape.,True,Polysemy,N,4.0,tape
tape,He used the interview tape.,He used the video tape.,True,Polysemy,N,3.444444444,tape
term,It was a winter term.,It was a legal term.,False,Polysemy,N,0.8,term
term,It was a winter term.,It was a technical term.,False,Polysemy,N,1.2,term
term,It was a fall term.,It was a legal term.,False,Polysemy,N,0.882352941,term
term,It was a fall term.,It was a technical term.,False,Polysemy,N,0.545454545,term
term,It was a winter term.,It was a fall term.,True,Polysemy,N,3.916666667,term
term,It was a legal term.,It was a technical term.,True,Polysemy,N,3.428571429,term
tick,It was a clock tick.,It was a parasitic tick.,False,Homonymy,N,0.125,tick
tick,It was a clock tick.,It was a diseased tick.,False,Homonymy,N,0.166666667,tick
tick,It was an audible tick.,It was a parasitic tick.,False,Homonymy,N,0.555555556,tick
tick,It was an audible tick.,It was a diseased tick.,False,Homonymy,N,0.0,tick
tick,It was a clock tick.,It was an audible tick.,True,Homonymy,N,2.555555556,tick
tick,It was a parasitic tick.,It was a diseased tick.,True,Homonymy,N,3.75,tick
tip,It was a generous tip.,It was a pencil tip.,False,Homonymy,N,0.125,tip
tip,It was a generous tip.,It was a finger tip.,False,Homonymy,N,0.1,tip
tip,It was a stingy tip.,It was a pencil tip.,False,Homonymy,N,0.666666667,tip
tip,It was a stingy tip.,It was a finger tip.,False,Homonymy,N,0.294117647,tip
tip,It was a generous tip.,It was a stingy tip.,True,Homonymy,N,3.933333333,tip
tip,It was a pencil tip.,It was a finger tip.,True,Homonymy,N,2.555555556,tip
title,She liked the essay title.,She liked the academic title.,False,Polysemy,N,1.571428571,title
title,She liked the essay title.,She liked the professional title.,False,Polysemy,N,1.8125,title
title,She liked the poem title.,She liked the academic title.,False,Polysemy,N,3.142857143,title
title,She liked the poem title.,She liked the professional title.,False,Polysemy,N,2.076923077,title
title,She liked the essay title.,She liked the poem title.,True,Polysemy,N,4.0,title
title,She liked the academic title.,She liked the professional title.,True,Polysemy,N,3.8,title
toast,They toasted the bread.,They toasted the host.,False,Homonymy,V,0.166666667,toasted
toast,They toasted the bread.,They toasted the bride.,False,Homonymy,V,0.285714286,toasted
toast,They toasted the strudel.,They toasted the host.,False,Homonymy,V,0.461538462,toasted
toast,They toasted the strudel.,They toasted the bride.,False,Homonymy,V,0.1,toasted
toast,They toasted the bread.,They toasted the strudel.,True,Homonymy,V,3.583333333,toasted
toast,They toasted the host.,They toasted the bride.,True,Homonymy,V,3.5625,toasted
toll,It was a costly toll.,It was a loud toll.,False,Homonymy,N,1.777777778,toll
toll,It was a costly toll.,It was a bell toll.,False,Homonymy,N,0.857142857,toll
toll,It was a road toll.,It was a loud toll.,False,Homonymy,N,0.357142857,toll
toll,It was a road toll.,It was a bell toll.,False,Homonymy,N,0.636363636,toll
toll,It was a costly toll.,It was a road toll.,True,Homonymy,N,2.266666667,toll
toll,It was a loud toll.,It was a bell toll.,True,Homonymy,N,2.357142857,toll
track,She saw the train tracks.,She saw the moose tracks.,False,Polysemy,N,2.076923077,tracks
track,She saw the train tracks.,She saw the snowshoe tracks.,False,Polysemy,N,2.75,tracks
track,She saw the trolley tracks.,She saw the moose tracks.,False,Polysemy,N,1.666666667,tracks
track,She saw the trolley tracks.,She saw the snowshoe tracks.,False,Polysemy,N,2.384615385,tracks
track,She saw the train tracks.,She saw the trolley tracks.,True,Polysemy,N,3.333333333,tracks
track,She saw the moose tracks.,She saw the snowshoe tracks.,True,Polysemy,N,3.777777778,tracks
yard,It was five yards.,They were big yards.,False,Homonymy,N,0.75,yards
yard,It was five yards.,They were cluttered yards.,False,Homonymy,N,0.555555556,yards
yard,It was ten yards.,They were big yards.,False,Homonymy,N,1.2,yards
yard,It was ten yards.,They were cluttered yards.,False,Homonymy,N,0.416666667,yards
yard,It was five yards.,It was ten yards.,True,Homonymy,N,4.0,yards
yard,They were big yards.,They were cluttered yards.,True,Homonymy,N,3.230769231,yards
